Combined_Key,Country_Region,Confirmed,Deaths,Recovered,Active,Incidence_Rate,Case_Fatality_Ratio
"Houston, Georgia, US",US,2048,62,0,1986.0,1297.3274294799921,3.02734375
"Irwin, Georgia, US",US,172,1,0,171.0,1826.677994902294,0.5813953488372093
"Jackson, Georgia, US",US,1118,17,0,1101.0,1531.989530948107,1.520572450805009
"Jasper, Georgia, US",US,170,2,0,168.0,1195.583374358253,1.1764705882352942
"Jeff Davis, Georgia, US",US,485,8,0,477.0,3208.7330466424078,1.649484536082474
"Jefferson, Georgia, US",US,532,9,0,523.0,3463.0907433927873,1.6917293233082706
"Jenkins, Georgia, US",US,251,24,0,227.0,2893.0382664822496,9.561752988047813
"Johnson, Georgia, US",US,252,12,0,240.0,2613.294617857513,4.761904761904762
"Jones, Georgia, US",US,326,4,0,322.0,1134.5049591091006,1.2269938650306749
"Lamar, Georgia, US",US,280,12,0,268.0,1467.736017193479,4.285714285714286
"Lanier, Georgia, US",US,225,4,0,221.0,2158.6875179890626,1.7777777777777777
"Laurens, Georgia, US",US,1064,17,0,1047.0,2237.832835569764,1.5977443609022557
"Lee, Georgia, US",US,565,23,0,542.0,1883.8356895172049,4.070796460176991
"Liberty, Georgia, US",US,780,6,0,774.0,1269.6345731260685,0.7692307692307693
"Lincoln, Georgia, US",US,153,4,0,149.0,1931.5742961747253,2.6143790849673203
"Long, Georgia, US",US,132,1,0,131.0,674.8811288920701,0.7575757575757576
"Lowndes, Georgia, US",US,3273,48,0,3225.0,2787.7621245932914,1.4665444546287811
"Lumpkin, Georgia, US",US,371,7,0,364.0,1103.8381434096996,1.8867924528301887
"Macon, Georgia, US",US,181,10,0,171.0,1398.0072603691974,5.524861878453039
"Madison, Georgia, US",US,424,7,0,417.0,1419.0093708165998,1.650943396226415
"Marion, Georgia, US",US,156,5,0,151.0,1866.251944012441,3.2051282051282053
"McDuffie, Georgia, US",US,386,10,0,376.0,1811.1861861861864,2.5906735751295336
"McIntosh, Georgia, US",US,194,3,0,191.0,1349.2836277646404,1.5463917525773196
"Meriwether, Georgia, US",US,409,6,0,403.0,1932.253035385269,1.4669926650366751
"Miller, Georgia, US",US,149,0,0,149.0,2605.806225953131,0.0
"Mitchell, Georgia, US",US,658,41,0,617.0,3009.651008553264,6.231003039513677
"Monroe, Georgia, US",US,473,28,0,445.0,1715.1352527376896,5.919661733615223
"Montgomery, Georgia, US",US,157,2,0,155.0,1711.731356301788,1.2738853503184713
"Morgan, Georgia, US",US,295,0,0,295.0,1530.4004980286365,0.0
"Murray, Georgia, US",US,623,2,0,621.0,1553.7709497206704,0.3210272873194221
"Muscogee, Georgia, US",US,4879,104,0,4775.0,2492.22297708013,2.1315843410534945
"Newton, Georgia, US",US,1895,45,0,1850.0,1695.84049255441,2.3746701846965697
"Oconee, Georgia, US",US,455,15,0,440.0,1129.5928500496525,3.2967032967032965
"Oglethorpe, Georgia, US",US,236,7,0,229.0,1546.6282194114954,2.9661016949152543
"Out of GA, Georgia, US",US,16470,96,0,16374.0,-99.0,0.5828779599271403
"Paulding, Georgia, US",US,1789,23,0,1766.0,1060.6698405734376,1.285634432643935
"Peach, Georgia, US",US,402,15,0,387.0,1459.3770420387714,3.7313432835820897
"Pickens, Georgia, US",US,420,5,0,415.0,1288.6993341720106,1.1904761904761905
"Pierce, Georgia, US",US,420,9,0,411.0,2157.7189827896227,2.142857142857143
"Pike, Georgia, US",US,228,5,0,223.0,1202.4048096192384,2.1929824561403506
"Polk, Georgia, US",US,877,11,0,866.0,2058.057400323845,1.2542759407069557
"Pulaski, Georgia, US",US,133,3,0,130.0,1194.2174732872404,2.255639097744361
"Putnam, Georgia, US",US,449,18,0,431.0,2029.9290202992904,4.0089086859688186
"Quitman, Georgia, US",US,31,1,0,30.0,1348.4123531970422,3.2258064516129035
"Rabun, Georgia, US",US,230,3,0,227.0,1342.125226118924,1.3043478260869563
"Randolph, Georgia, US",US,274,26,0,248.0,4042.490410150487,9.489051094890511
"Richmond, Georgia, US",US,4672,95,0,4577.0,2306.955431122172,2.033390410958904
"Rockdale, Georgia, US",US,1395,23,0,1372.0,1534.7209998239746,1.6487455197132617
"Schley, Georgia, US",US,74,1,0,73.0,1407.6469469279057,1.3513513513513509
"Screven, Georgia, US",US,216,9,0,207.0,1546.6132034942002,4.166666666666667
"Seminole, Georgia, US",US,220,4,0,216.0,2719.406674907293,1.818181818181818
"Spalding, Georgia, US",US,983,41,0,942.0,1473.6968352248025,4.170905391658189
"Stephens, Georgia, US",US,663,13,0,650.0,2557.377049180328,1.96078431372549
"Stewart, Georgia, US",US,256,7,0,249.0,3866.4854251623615,2.734375
"Sumter, Georgia, US",US,784,56,0,728.0,2655.466738924265,7.142857142857142
"Talbot, Georgia, US",US,142,3,0,139.0,2292.171105730428,2.112676056338028
"Taliaferro, Georgia, US",US,13,0,0,13.0,845.8035133376708,0.0
"Tattnall, Georgia, US",US,546,2,0,544.0,2159.297635054971,0.3663003663003663
"Taylor, Georgia, US",US,94,2,0,92.0,1172.069825436409,2.127659574468085
"Telfair, Georgia, US",US,302,12,0,290.0,1904.1614123581326,3.9735099337748334
"Terrell, Georgia, US",US,306,30,0,276.0,3586.918297972101,9.803921568627453
"Thomas, Georgia, US",US,1147,44,0,1103.0,2580.369395514161,3.836094158674804
"Tift, Georgia, US",US,1373,41,0,1332.0,3378.1123905127447,2.986161689730517
"Toombs, Georgia, US",US,789,9,0,780.0,2940.7379798732763,1.1406844106463878
"Towns, Georgia, US",US,154,1,0,153.0,1279.3885519647756,0.6493506493506493
"Treutlen, Georgia, US",US,132,3,0,129.0,1912.766265758585,2.272727272727273
"Troup, Georgia, US",US,2335,71,0,2264.0,3339.4353708417952,3.0406852248394003
"Turner, Georgia, US",US,257,18,0,239.0,3218.5347526612395,7.003891050583657
"Twiggs, Georgia, US",US,124,4,0,120.0,1527.0935960591132,3.2258064516129035
"Unassigned, Georgia, US",US,2730,8,0,2722.0,-99.0,0.29304029304029305
"Union, Georgia, US",US,298,7,0,291.0,1215.7806699033088,2.348993288590604
"Upson, Georgia, US",US,574,46,0,528.0,2180.851063829787,8.013937282229966
"Walker, Georgia, US",US,742,17,0,725.0,1063.6315419790428,2.2911051212938007
"Walton, Georgia, US",US,1188,39,0,1149.0,1255.9068852874948,3.282828282828284
"Ware, Georgia, US",US,1178,29,0,1149.0,3296.5802876812,2.4617996604414256
"Warren, Georgia, US",US,87,1,0,86.0,1655.881233346022,1.1494252873563218
"Washington, Georgia, US",US,497,2,0,495.0,2439.3835280259154,0.4024144869215292
"Wayne, Georgia, US",US,825,11,0,814.0,2756.707989440973,1.3333333333333333
"Webster, Georgia, US",US,40,2,0,38.0,1534.3306482546989,5.0
"Wheeler, Georgia, US",US,97,1,0,96.0,1234.8822406110758,1.0309278350515465
"White, Georgia, US",US,370,6,0,364.0,1201.3767127735566,1.6216216216216215
"Whitfield, Georgia, US",US,3621,32,0,3589.0,3460.832664296365,0.8837337752002209
"Wilcox, Georgia, US",US,188,19,0,169.0,2177.1858714533873,10.106382978723405
"Wilkes, Georgia, US",US,195,3,0,192.0,1994.4768333844736,1.5384615384615383
"Wilkinson, Georgia, US",US,221,11,0,210.0,2468.170649988832,4.977375565610863
"Worth, Georgia, US",US,457,23,0,434.0,2257.1245122734226,5.032822757111598
"Grand Princess, US",US,103,3,0,100.0,-99.0,2.9126213592233015
"Guam, US",US,449,5,0,444.0,273.39872982238217,1.11358574610245
"Hawaii, Hawaii, US",US,135,0,0,135.0,66.99319646871417,0.0
"Honolulu, Hawaii, US",US,3558,31,0,3527.0,365.0867106590338,0.8712759977515458
"Kauai, Hawaii, US",US,51,0,0,51.0,70.54624929107936,0.0
"Maui, Hawaii, US",US,191,6,0,185.0,114.08638310326909,3.141361256544503
"Out of HI, Hawaii, US",US,23,1,0,22.0,-99.0,4.3478260869565215
"Unassigned, Hawaii, US",US,0,0,0,0.0,-99.0,-99.0
"Ada, Idaho, US",US,9425,85,0,9340.0,1957.0711003411639,0.9018567639257294
"Adams, Idaho, US",US,20,0,0,20.0,465.7661853749418,0.0
"Bannock, Idaho, US",US,443,2,0,441.0,504.5098396501457,0.4514672686230248
"Bear Lake, Idaho, US",US,20,0,0,20.0,326.5306122448979,0.0
"Benewah, Idaho, US",US,77,1,0,76.0,828.1350828135083,1.2987012987012987
"Bingham, Idaho, US",US,297,2,0,295.0,634.4662579308282,0.6734006734006734
"Blaine, Idaho, US",US,578,6,0,572.0,2510.7510533860386,1.038062283737024
"Boise, Idaho, US",US,51,1,0,50.0,651.2578214787384,1.96078431372549
"Bonner, Idaho, US",US,189,0,0,189.0,413.2141061238768,0.0
"Bonneville, Idaho, US",US,1176,4,0,1172.0,987.7206833414523,0.3401360544217687
"Boundary, Idaho, US",US,38,0,0,38.0,310.330747243773,0.0
"Camas, Idaho, US",US,1,0,0,1.0,90.41591320072331,0.0
"Canyon, Idaho, US",US,6064,51,0,6013.0,2638.253810110116,0.8410290237467019
"Caribou, Idaho, US",US,33,0,0,33.0,461.2159329140461,0.0
"Cassia, Idaho, US",US,532,1,0,531.0,2213.899292550978,0.18796992481203006
"Clark, Idaho, US",US,9,0,0,9.0,1065.0887573964496,0.0
"Clearwater, Idaho, US",US,17,0,0,17.0,194.15258108725445,0.0
"Custer, Idaho, US",US,11,0,0,11.0,254.9246813441484,0.0
"Elmore, Idaho, US",US,218,3,0,215.0,792.4103086038311,1.3761467889908257
"Franklin, Idaho, US",US,52,0,0,52.0,374.7477659267801,0.0
"Fremont, Idaho, US",US,89,0,0,89.0,679.4411787159328,0.0
"Gem, Idaho, US",US,183,1,0,182.0,1010.379858657244,0.5464480874316939
"Gooding, Idaho, US",US,174,1,0,173.0,1146.320574477897,0.5747126436781609
"Idaho, Idaho, US",US,33,0,0,33.0,197.99604007919842,0.0
"Jefferson, Idaho, US",US,219,1,0,218.0,733.1525559907602,0.45662100456620996
"Jerome, Idaho, US",US,499,6,0,493.0,2044.0766835982306,1.2024048096192386
"Kootenai, Idaho, US",US,1922,16,0,1906.0,1159.9485808433467,0.8324661810613944
"Latah, Idaho, US",US,113,0,0,113.0,281.73930387952527,0.0
"Lemhi, Idaho, US",US,35,0,0,35.0,436.0284041360409,0.0
"Lewis, Idaho, US",US,0,0,0,0.0,0.0,-99.0
"Lincoln, Idaho, US",US,59,0,0,59.0,1099.5154677599699,0.0
"Madison, Idaho, US",US,175,0,0,175.0,438.5195579722856,0.0
"Minidoka, Idaho, US",US,486,2,0,484.0,2309.995722230144,0.41152263374485604
"Nez Perce, Idaho, US",US,162,19,0,143.0,400.91071075034654,11.728395061728394
"Oneida, Idaho, US",US,16,0,0,16.0,353.12293092032667,0.0
"Owyhee, Idaho, US",US,269,3,0,266.0,2275.2262539118665,1.1152416356877324
"Payette, Idaho, US",US,417,3,0,414.0,1741.0546532503863,0.7194244604316546
"Power, Idaho, US",US,62,0,0,62.0,807.1865642494465,0.0
"Shoshone, Idaho, US",US,132,2,0,130.0,1024.685607824872,1.5151515151515151
"Teton, Idaho, US",US,86,0,0,86.0,708.2852907264042,0.0
"Twin Falls, Idaho, US",US,1464,32,0,1432.0,1685.1216648633715,2.1857923497267757
"Unassigned, Idaho, US",US,5,0,0,5.0,-99.0,0.0
"Valley, Idaho, US",US,66,1,0,65.0,579.3539325842696,1.5151515151515151
"Washington, Idaho, US",US,217,3,0,214.0,2128.703158720816,1.3824884792626728
"Adams, Illinois, US",US,580,6,0,574.0,886.3757927714528,1.0344827586206895
"Alexander, Illinois, US",US,37,0,0,37.0,642.2496094428051,0.0
"Bond, Illinois, US",US,64,3,0,61.0,389.6262023621088,4.6875
"Boone, Illinois, US",US,770,23,0,747.0,1438.0696249813238,2.9870129870129865
"Brown, Illinois, US",US,15,0,0,15.0,228.0328367284889,0.0
"Bureau, Illinois, US",US,241,3,0,238.0,738.6293980630134,1.2448132780082988
"Calhoun, Illinois, US",US,11,0,0,11.0,232.11648027009917,0.0
"Carroll, Illinois, US",US,64,4,0,60.0,447.39601537923795,6.25
"Cass, Illinois, US",US,238,11,0,227.0,1959.3315221865478,4.621848739495798
"Champaign, Illinois, US",US,1709,19,0,1690.0,815.0165244719561,1.1117612638970158
"Christian, Illinois, US",US,144,4,0,140.0,445.76523031203567,2.7777777777777777
"Clark, Illinois, US",US,87,2,0,85.0,563.4350106858365,2.2988505747126435
"Clay, Illinois, US",US,27,0,0,27.0,204.7936893203884,0.0
"Clinton, Illinois, US",US,419,17,0,402.0,1115.4890580906235,4.05727923627685
"Coles, Illinois, US",US,520,21,0,499.0,1027.2416586001857,4.038461538461538
"Cook, Illinois, US",US,113044,4934,0,108110.0,2194.9298216216625,4.364672163051555
"Crawford, Illinois, US",US,29,0,0,29.0,155.354368671988,0.0
"Cumberland, Illinois, US",US,57,3,0,54.0,529.4445476500093,5.2631578947368425
"De Witt, Illinois, US",US,34,0,0,34.0,217.4191073027241,0.0
"DeKalb, Illinois, US",US,956,31,0,925.0,911.3702012450308,3.2426778242677825
"Douglas, Illinois, US",US,129,3,0,126.0,662.727973285384,2.3255813953488373
"DuPage, Illinois, US",US,12511,522,0,11989.0,1355.5873146238953,4.1723283510510765
"Edgar, Illinois, US",US,29,0,0,29.0,168.98782122253945,0.0
"Edwards, Illinois, US",US,24,0,0,24.0,375.2931978107897,0.0
"Effingham, Illinois, US",US,183,1,0,182.0,538.1086803105152,0.5464480874316939
"Fayette, Illinois, US",US,71,3,0,68.0,332.77090363704536,4.225352112676056
"Ford, Illinois, US",US,50,2,0,48.0,385.7727027235552,4.0
"Franklin, Illinois, US",US,198,1,0,197.0,514.7001481712548,0.5050505050505051
"Fulton, Illinois, US",US,37,0,0,37.0,107.74606872451952,0.0
"Gallatin, Illinois, US",US,51,2,0,49.0,1056.338028169014,3.92156862745098
"Greene, Illinois, US",US,66,0,0,66.0,508.90585241730275,0.0
"Grundy, Illinois, US",US,343,5,0,338.0,671.8376620832844,1.4577259475218658
"Hamilton, Illinois, US",US,30,0,0,30.0,369.6402168555938,0.0
"Hancock, Illinois, US",US,68,1,0,67.0,384.00722837135766,1.4705882352941178
"Hardin, Illinois, US",US,18,0,0,18.0,471.08086888249153,0.0
"Henderson, Illinois, US",US,14,0,0,14.0,210.65302437556423,0.0
"Henry, Illinois, US",US,262,1,0,261.0,535.6449205732628,0.3816793893129771
"Iroquois, Illinois, US",US,269,12,0,257.0,992.1073983919746,4.4609665427509295
"Jackson, Illinois, US",US,740,20,0,720.0,1303.964757709251,2.7027027027027017
"Jasper, Illinois, US",US,59,7,0,52.0,613.9438085327782,11.864406779661017
"Jefferson, Illinois, US",US,304,20,0,284.0,806.7084173654599,6.578947368421053
"Jersey, Illinois, US",US,122,2,0,120.0,560.3270105176135,1.639344262295082
"Jo Daviess, Illinois, US",US,133,1,0,132.0,626.3244643277608,0.7518796992481203
"Johnson, Illinois, US",US,70,0,0,70.0,563.7432552146253,0.0
"Kane, Illinois, US",US,9948,305,0,9643.0,1868.509381051572,3.0659429030961003
"Kankakee, Illinois, US",US,1807,69,0,1738.0,1644.7907374706451,3.818483674598783
"Kendall, Illinois, US",US,1412,23,0,1389.0,1094.6585006589655,1.6288951841359771
"Knox, Illinois, US",US,324,1,0,323.0,651.9245860077667,0.308641975308642
"LaSalle, Illinois, US",US,825,25,0,800.0,759.1861524445793,3.0303030303030303
"Lake, Illinois, US",US,12939,449,0,12490.0,1857.6238092845301,3.4701290671612948
"Lawrence, Illinois, US",US,51,0,0,51.0,325.2965939533104,0.0
"Lee, Illinois, US",US,186,1,0,185.0,545.5185358986391,0.5376344086021505
"Livingston, Illinois, US",US,130,3,0,127.0,364.67684021544,2.3076923076923075
"Logan, Illinois, US",US,166,1,0,165.0,580.0545111468308,0.6024096385542169
"Macon, Illinois, US",US,678,23,0,655.0,651.8666653847263,3.392330383480826
"Macoupin, Illinois, US",US,200,3,0,197.0,445.17651248720114,1.5
"Madison, Illinois, US",US,2777,78,0,2699.0,1056.03005711765,2.8087864602088586
"Marion, Illinois, US",US,169,0,0,169.0,454.24002150248634,0.0
"Marshall, Illinois, US",US,28,0,0,28.0,244.79804161566707,0.0
"Mason, Illinois, US",US,57,0,0,57.0,426.6786436110488,0.0
"Massac, Illinois, US",US,42,0,0,42.0,304.9665988963114,0.0
"McDonough, Illinois, US",US,147,15,0,132.0,495.2496462502527,10.20408163265306
"McHenry, Illinois, US",US,3279,114,0,3165.0,1065.3921383872582,3.4766697163769438
"McLean, Illinois, US",US,686,15,0,671.0,399.960353784173,2.186588921282799
"Menard, Illinois, US",US,58,0,0,58.0,475.5657592653329,0.0
"Mercer, Illinois, US",US,77,4,0,73.0,498.8015806179957,5.1948051948051965
"Monroe, Illinois, US",US,332,13,0,319.0,958.5125732598088,3.9156626506024095
"Montgomery, Illinois, US",US,174,7,0,167.0,612.3741817413951,4.022988505747127
"Morgan, Illinois, US",US,286,6,0,280.0,849.7236912472517,2.097902097902098
"Moultrie, Illinois, US",US,93,0,0,93.0,641.3350803392871,0.0
"Ogle, Illinois, US",US,420,5,0,415.0,829.3347550500563,1.1904761904761905
"Out of IL, Illinois, US",US,0,0,0,0.0,-99.0,-99.0
"Peoria, Illinois, US",US,1717,36,0,1681.0,958.2596174774943,2.0966802562609197
"Perry, Illinois, US",US,185,3,0,182.0,884.4903423216676,1.6216216216216215
"Piatt, Illinois, US",US,64,0,0,64.0,391.58100832109636,0.0
"Pike, Illinois, US",US,26,0,0,26.0,167.0843776106934,0.0
"Pope, Illinois, US",US,11,0,0,11.0,263.3468996887718,0.0
"Pulaski, Illinois, US",US,97,1,0,96.0,1818.1818181818185,1.0309278350515465
"Putnam, Illinois, US",US,14,0,0,14.0,243.9449381425336,0.0
"Randolph, Illinois, US",US,486,7,0,479.0,1529.1674532754391,1.4403292181069958
"Richland, Illinois, US",US,22,0,0,22.0,141.81654096564168,0.0
"Rock Island, Illinois, US",US,1784,38,0,1746.0,1257.4094827282402,2.1300448430493275
"Saline, Illinois, US",US,134,2,0,132.0,570.4312289813121,1.492537313432836
"Sangamon, Illinois, US",US,1323,33,0,1290.0,679.6046683652503,2.4943310657596367
"Schuyler, Illinois, US",US,19,0,0,19.0,280.73286052009456,0.0
"Scott, Illinois, US",US,27,0,0,27.0,545.3443748737628,0.0
"Shelby, Illinois, US",US,90,1,0,89.0,416.01183322547837,1.1111111111111112
"St. Clair, Illinois, US",US,4155,162,0,3993.0,1600.0092419306393,3.8989169675090247
"Stark, Illinois, US",US,7,0,0,7.0,131.03706476974915,0.0
"Stephenson, Illinois, US",US,335,6,0,329.0,752.842824396602,1.791044776119403
"Tazewell, Illinois, US",US,581,8,0,573.0,440.8093897710977,1.3769363166953528
"Unassigned, Illinois, US",US,1395,209,0,1186.0,-99.0,14.982078853046596
"Union, Illinois, US",US,330,23,0,307.0,1981.6249324446048,6.96969696969697
"Vermilion, Illinois, US",US,249,2,0,247.0,328.67815940230736,0.8032128514056225
"Wabash, Illinois, US",US,42,0,0,42.0,364.58333333333326,0.0
"Warren, Illinois, US",US,194,0,0,194.0,1151.7454286392779,0.0
"Washington, Illinois, US",US,67,0,0,67.0,482.465615323684,0.0
"Wayne, Illinois, US",US,66,2,0,64.0,407.03052728954674,3.0303030303030303
"White, Illinois, US",US,72,0,0,72.0,531.8756002068405,0.0
"Whiteside, Illinois, US",US,367,17,0,350.0,665.1563207974626,4.632152588555858
"Will, Illinois, US",US,9486,346,0,9140.0,1373.3038192207518,3.6474804975753736
"Williamson, Illinois, US",US,454,7,0,447.0,681.7123894469721,1.5418502202643172
"Winnebago, Illinois, US",US,3806,131,0,3675.0,1346.91335305692,3.4419337887545978
"Woodford, Illinois, US",US,170,3,0,167.0,442.0291739254792,1.7647058823529411
"Adams, Indiana, US",US,117,2,0,115.0,327.02574279565084,1.7094017094017089
"Allen, Indiana, US",US,4040,163,0,3877.0,1065.1227659445447,4.034653465346533
"Bartholomew, Indiana, US",US,821,47,0,774.0,979.9591783143746,5.724725943970768
"Benton, Indiana, US",US,64,0,0,64.0,731.5957933241884,0.0
"Blackford, Indiana, US",US,66,2,0,64.0,561.3199523728525,3.0303030303030303
"Boone, Indiana, US",US,697,46,0,651.0,1027.3720206948396,6.599713055954089
"Brown, Indiana, US",US,75,2,0,73.0,496.95202756427256,2.6666666666666665
"Carroll, Indiana, US",US,200,3,0,197.0,987.3130275953994,1.5
"Cass, Indiana, US",US,1806,9,0,1797.0,4791.849080633608,0.4983388704318937
"Clark, Indiana, US",US,1307,50,0,1257.0,1104.7995807340537,3.825554705432288
"Clay, Indiana, US",US,131,5,0,126.0,499.5233555767397,3.816793893129771
"Clinton, Indiana, US",US,450,4,0,446.0,1388.9317571529984,0.8888888888888888
"Crawford, Indiana, US",US,45,0,0,45.0,425.4514512621726,0.0
"Daviess, Indiana, US",US,279,20,0,259.0,836.556624988756,7.168458781362008
"DeKalb, Indiana, US",US,238,4,0,234.0,547.4410580793558,1.680672268907563
"Dearborn, Indiana, US",US,516,28,0,488.0,1043.309474705811,5.426356589147288
"Decatur, Indiana, US",US,342,32,0,310.0,1287.6990850559132,9.35672514619883
"Delaware, Indiana, US",US,760,52,0,708.0,665.8781267796908,6.842105263157895
"Dubois, Indiana, US",US,713,12,0,701.0,1668.3826282291275,1.6830294530154275
"Elkhart, Indiana, US",US,4955,86,0,4869.0,2401.3647311973873,1.7356205852674067
"Fayette, Indiana, US",US,195,7,0,188.0,844.0827633971085,3.58974358974359
"Floyd, Indiana, US",US,822,49,0,773.0,1046.8403759455948,5.9610705596107065
"Fountain, Indiana, US",US,76,2,0,74.0,464.9455524287287,2.631578947368421
"Franklin, Indiana, US",US,247,15,0,232.0,1085.3326302838561,6.0728744939271255
"Fulton, Indiana, US",US,173,2,0,171.0,866.1259637528788,1.1560693641618498
"Gibson, Indiana, US",US,233,4,0,229.0,692.2368460144389,1.7167381974248928
"Grant, Indiana, US",US,531,30,0,501.0,807.3712539342242,5.649717514124294
"Greene, Indiana, US",US,254,34,0,220.0,795.6894931395276,13.385826771653544
"Hamilton, Indiana, US",US,2887,104,0,2783.0,854.1142152178479,3.602355386214063
"Hancock, Indiana, US",US,688,39,0,649.0,880.1555623784669,5.668604651162791
"Harrison, Indiana, US",US,352,24,0,328.0,868.814019498951,6.8181818181818175
"Hendricks, Indiana, US",US,1943,108,0,1835.0,1140.8540845864331,5.558414822439526
"Henry, Indiana, US",US,418,20,0,398.0,871.3416159426332,4.784688995215312
"Howard, Indiana, US",US,920,65,0,855.0,1114.5570847063384,7.065217391304348
"Huntington, Indiana, US",US,127,3,0,124.0,347.7546549835708,2.3622047244094486
"Jackson, Indiana, US",US,597,5,0,592.0,1349.7320883543214,0.8375209380234506
"Jasper, Indiana, US",US,257,2,0,255.0,765.7469757463797,0.7782101167315175
"Jay, Indiana, US",US,92,0,0,92.0,450.18594636915253,0.0
"Jefferson, Indiana, US",US,166,2,0,164.0,513.8046304320911,1.2048192771084338
"Jennings, Indiana, US",US,228,12,0,216.0,822.065981611682,5.2631578947368425
"Johnson, Indiana, US",US,1794,119,0,1675.0,1134.244184943762,6.6332218506131575
"Knox, Indiana, US",US,164,0,0,164.0,448.16090069410285,0.0
"Kosciusko, Indiana, US",US,872,12,0,860.0,1097.4627466774064,1.3761467889908257
"LaGrange, Indiana, US",US,566,10,0,556.0,1428.7878022921188,1.7667844522968197
"LaPorte, Indiana, US",US,935,30,0,905.0,850.8663366336632,3.2085561497326203
"Lake, Indiana, US",US,7742,281,0,7461.0,1594.6676883085852,3.629553087057608
"Lawrence, Indiana, US",US,357,27,0,330.0,786.8635662331939,7.563025210084032
"Madison, Indiana, US",US,1030,66,0,964.0,794.9432348787133,6.407766990291263
"Marion, Indiana, US",US,16194,731,0,15463.0,1678.8619319041825,4.514017537359517
"Marshall, Indiana, US",US,794,23,0,771.0,1716.459855592546,2.896725440806045
"Martin, Indiana, US",US,50,0,0,50.0,487.56704046806436,0.0
"Miami, Indiana, US",US,277,2,0,275.0,779.9301723167023,0.7220216606498195
"Monroe, Indiana, US",US,767,32,0,735.0,516.7384171770047,4.172099087353326
"Montgomery, Indiana, US",US,360,21,0,339.0,939.0161197767227,5.833333333333332
"Morgan, Indiana, US",US,489,34,0,455.0,693.7252620976323,6.952965235173824
"Newton, Indiana, US",US,121,10,0,111.0,865.2745995423337,8.264462809917353
"Noble, Indiana, US",US,690,29,0,661.0,1445.2077747989276,4.202898550724638
"Ohio, Indiana, US",US,65,6,0,59.0,1106.3829787234042,9.23076923076923
"Orange, Indiana, US",US,178,24,0,154.0,906.0368522854524,13.483146067415733
"Owen, Indiana, US",US,105,1,0,104.0,504.83196307514777,0.9523809523809524
"Parke, Indiana, US",US,55,1,0,54.0,324.7328334415776,1.818181818181818
"Perry, Indiana, US",US,187,13,0,174.0,975.5334133235956,6.951871657754011
"Pike, Indiana, US",US,62,0,0,62.0,500.44394220679635,0.0
"Porter, Indiana, US",US,1362,39,0,1323.0,799.3473757108734,2.8634361233480177
"Posey, Indiana, US",US,180,0,0,180.0,707.9089157195108,0.0
"Pulaski, Indiana, US",US,82,1,0,81.0,663.8063628268437,1.2195121951219512
"Putnam, Indiana, US",US,321,8,0,313.0,854.2686821375346,2.4922118380062304
"Randolph, Indiana, US",US,127,4,0,123.0,514.8996553821204,3.1496062992125986
"Ripley, Indiana, US",US,213,8,0,205.0,752.012427623217,3.755868544600939
"Rush, Indiana, US",US,89,4,0,85.0,536.7589409565165,4.49438202247191
"Scott, Indiana, US",US,273,10,0,263.0,1143.5512922548485,3.663003663003663
"Shelby, Indiana, US",US,568,28,0,540.0,1269.8696595050192,4.929577464788731
"Spencer, Indiana, US",US,139,3,0,136.0,685.505745425852,2.1582733812949644
"St. Joseph, Indiana, US",US,3610,83,0,3527.0,1328.055447234628,2.299168975069252
"Starke, Indiana, US",US,180,7,0,173.0,782.7788649706457,3.888888888888889
"Steuben, Indiana, US",US,215,3,0,212.0,621.4950569462912,1.3953488372093024
"Sullivan, Indiana, US",US,141,1,0,140.0,682.1810440756689,0.7092198581560284
"Switzerland, Indiana, US",US,53,0,0,53.0,492.97739745139984,0.0
"Tippecanoe, Indiana, US",US,1245,11,0,1234.0,636.0738152167248,0.8835341365461847
"Tipton, Indiana, US",US,149,12,0,137.0,983.6282017428044,8.053691275167786
"Unassigned, Indiana, US",US,0,208,0,-208.0,-99.0,-99.0
"Union, Indiana, US",US,41,0,0,41.0,581.2305075134675,0.0
"Vanderburgh, Indiana, US",US,2053,13,0,2040.0,1131.4349328468845,0.6332196785192401
"Vermillion, Indiana, US",US,59,0,0,59.0,380.6942831333075,0.0
"Vigo, Indiana, US",US,714,11,0,703.0,667.0528223621517,1.5406162464985995
"Wabash, Indiana, US",US,171,5,0,166.0,551.6840882694542,2.9239766081871346
"Warren, Indiana, US",US,24,1,0,23.0,290.38112522686026,4.166666666666667
"Warrick, Indiana, US",US,588,30,0,558.0,933.362963903616,5.1020408163265305
"Washington, Indiana, US",US,144,1,0,143.0,513.62533885005,0.6944444444444444
"Wayne, Indiana, US",US,388,10,0,378.0,588.9138485823569,2.5773195876288657
"Wells, Indiana, US",US,178,2,0,176.0,629.0641786824992,1.1235955056179776
"White, Indiana, US",US,377,11,0,366.0,1564.1855447680691,2.9177718832891246
"Whitley, Indiana, US",US,156,6,0,150.0,459.3098574961724,3.8461538461538463
"Adair, Iowa, US",US,34,0,0,34.0,475.39149888143163,0.0
"Adams, Iowa, US",US,17,0,0,17.0,471.9600222098833,0.0
"Allamakee, Iowa, US",US,158,4,0,154.0,1154.380068678308,2.5316455696202533
"Appanoose, Iowa, US",US,52,3,0,49.0,418.4773861258651,5.769230769230767
"Audubon, Iowa, US",US,29,1,0,28.0,527.6564774381368,3.4482758620689653
